Text	Label
An application shall have associated with it an application configuration. The application configuration elements are given in Table 6.	nonsec
The HATS-GUI shall display output written to the standard output and standard error streams in a tab-selectable window.	nonsec
Text in this window shall be cleared prior to executing individual HATS- SML programs, unless the programs are contained in a program script.	nonsec
In the case of a script, the window contents shall be cleared prior to executing the script. Refer to section 3.2.3.2 for a discussion of the execution of script files.	nonsec
The system shall open a new window when the user selects to display output.	nonsec
Display windows opened by the system shall have buttons for closing the windows.	nonsec
A navigation window shall be available. Navigation windows are discussed in section 3.2.3.3.4.	nonsec
Each active display window shall have a mouse cursor, which indicates the location of the pointing device in the window.	nonsec
Each display window shall have a keyboard cursor to track the current location in the display.	nonsec
The keyboard cursor shall be movable by the arrow keys.	nonsec
The keyboard cursor shall be set to the location of the mouse cursor when the pointing device is clicked.	nonsec
When a user selects the File/Select menu item, the HATS-GUI shall provide the user with a list of files in the currently open application and allow the user to select a file.	nonsec
This file becomes the currently selected file.	nonsec
If no application is currently open, the HATS-GUI will prompt the user to select and open an application, then prompt the user to select a file.	nonsec
When a user selects the File/Save As menu item, the HATS-GUI shall prompt the user to enter a new name.	nonsec
A new file shall be created in the currently open application with the newly entered file name.	nonsec
The contents of the selected file shall be written into the new file, and the new file shall become the currently selected file.	nonsec
When a user selects the File/Delete menu item, the HATS-GUI shall prompt the user to confirm the deletion operation.	nonsec
If the user confirms, the currently selected file shall be deleted.	nonsec
No file shall be currently selected at the end of this operation.	nonsec
When a user selects the File/Edit menu item, the HATS-GUI shall request that the operating system start a process and load that process with the editor specified by the application configuration.	nonsec
The name of a selected file shall be passed to the editor as a command line argument.	nonsec
The editor started by the HATS-GUI shall be the editor associated with the file in the application configuration, or if there is no editor associated with the file, then the editor associated with the file type of the file in the application configuration.	nonsec
If no editor is associated with either the file or the file type, then the default editor shall be used.	nonsec
If no default editor has been selected, then the HATS-GUI shall present a list of the configured editors and allow the user to select an editor.	nonsec
If no editors have been configured, then the HATS-GUI shall inform the user that an editor must be configured before starting an editor.	nonsec
When a user selects the File/Exit menu option, the HATS-GUI shall request the host operating system to kill all currently active HATS-SML processes started by the HATS-GUI and halt the HATS-GUI process.	nonsec
If changes have been made to the configuration but have not been saved, the user shall be prompted to save the configuration. If the user agrees, the configuration shall be saved.	nonsec
If the user does not agree, the configuration shall not be saved.	nonsec
When a user selects the Application/Select menu item, the HATS-GUI shall display a list of directory names in the current working directory, allow a user to navigate the directory structure, and allow a user to select a previously created application.	nonsec
This application becomes the currently selected application.	nonsec
When a user selects the Application/Close menu item, the HATS-GUI shall close the currently selected application.	nonsec
No application is currently selected at the end of this operation.	nonsec
If changes have been made to the configuration but have not been saved, the user shall be prompted to save the configuration.	nonsec
If the user agrees, the configuration shall be saved.	nonsec
If the user does not agree, the configuration shall not be saved.	nonsec
When a user selects the Application/Save menu item, the HATS-GUI shall save all application configuration information to nonvolatile storage.	nonsec
When a user selects the Application/Save As menu item, the HATS-GUI shall prompt the user for a new application name.	nonsec
The HATS-GUI shall create a new directory at the same level as the currently selected application.	nonsec
All files in the application directory, including all subdirectories, shall be copied to the new directory, and the new directory shall become the currently selected application.	nonsec
When a user selects the Application/Delete menu item, the HATS-GUI shall prompt the user to confirm the deletion operation.	nonsec
If the user confirms, all files in the application directory shall be deleted and the application directory itself shall be deleted.	nonsec
No application is currently selected at the end of this operation.	nonsec
When deleting an application directory, if the application directory contains a subdirectory, the system shall confirm the deletion of the subdirectory with the user before continuing.	nonsec
If the user does not confirm the deletion of the subdirectory, the application director shall not be deleted.	nonsec
When a user selects the Configure menu options, the HATS-GUI shall provide a list of elements in the application configuration, allow the user to select an element, then prompt the user for a value for the configuration element.	nonsec
The application configuration elements are given in Section 3.2.1.1. This information becomes part of the application configuration.	nonsec
When a user selects the Run/Generate Parser menu option, the HATS-GUI shall generate the parser using the MakeParser HATS-SML program as described in Appendix D.	nonsec
When a user selects the Run/Parse Target menu option, the HATS-GUI shall parse the selected target program by using the ParseTarget HATS-SML programs as described in Appendix D.	nonsec
If no target program is selected, the HATS-GUI shall first prompt the user to select a target program.	nonsec
When a user selects the Run/Parse Program menu option, the HATS-GUI shall parse the selected transformation language program by using the ParseTlp HATS-SML programs as described in Appendix D.	nonsec
If no target program is selected, the HATS-GUI shall first prompt the user to select a transformation language program.	nonsec
When a user selects the Run/Execute Transforms menu option, the HATS-GUI shall execute the ApplyTransformations HATS-SML programs as described in Appendix D. This process is further described in Section 3.2.3.	nonsec
When a user selects the Run/Pretty-print menu option, the HATS-GUI shall execute the Pretty- print HATS-SML programs as described in Appendix D. This process is further described in Section 3.2.3.	nonsec
When a user selects the View/SDT menu option, the HATS-GUI shall prompt the user to select an SDT file in the current application.	nonsec
The file list shall include SDTs in the application. The viewing of outputs is detailed in Section 3.2.3.	nonsec
When a user selects the View/Text menu option, the HATS-GUI shall prompt a user to select a pretty-printed text file in the current application. The viewing of text outputs is detailed in Section 3.2.3.	nonsec
When a user selects the View/Standard Error menu option, the HATS-GUI shall display the standard error screen showing all outputs written to the standard error stream since the most recent clearing of this data. The viewing of errors is detailed in Section 3.2.3.	nonsec
When a user selects the View/Standard Output menu option, the HATS-GUI shall display the standard error screen showing all outputs written to the standard output stream since the most recent clearing of this data. The viewing of output is detailed in Section 3.2.3.	nonsec
When viewing an SDT, a single left mouse click on an expandable displayed node shall expand the node by displaying the node’s children or collapse the node by hiding the node’s children.	nonsec
When a displayed node is expanded, the number of levels of children added to the displayed graph shall be determined by the application configuration.	nonsec
When viewing an SDT, a single left mouse click on an already-expanded displayed node shall collapse the displayed node.	nonsec
When a displayed node is collapsed, all descendants of the node are removed from the displayed graph.	nonsec
The GUI shall allow the user to import a file into the selected application.	nonsec
Importing a file consists of copying the file into the application directory.	nonsec
The HATS-GUI shall use the protocol and program signatures listed in Appendix D when executing HATS-SML programs.	nonsec
To perform a transformation in an application, the HATS-GUI shall execute the following sequence of actions: The HATS-GUI shall confirm that the transformation language program exists. (It is an error if the program does not exist.), The HATS-GUI shall check that the parser file is younger than the grammar and lexical specification files and that the parser file was generated from the grammar and lexical specification files; If this is not the case, the HATS-GUI shall generate a new parser file, The HATS-GUI shall check that a parsed version of the transformation language program exists and is younger than the parser file and the transformation language program file; If it is not, the HATS-GUI shall generate a new parsed version of the transformation language program, The HATS-GUI shall start the FindTarget program using the transformation language program as input, The HATS-GUI shall take the list of target program files generated by FindTarget, and for each file in the list it shall check that a parsed version of the target program exists and is younger than the target parser file and the target program file; If it is not, the HATS-GUI shall generate a new parsed version of the target program. The HATS-GUI shall start the ApplyTransformation program in HATS-SML and pass the parsed transformation language program file name, the user defined library file name, and the output file name to the ApplyTransformation program. The HATS-GUI shall redirect the standard output and standard error streams and capture any text written to those streams.	nonsec
The HATS-GUI shall allow the user to continue working while transformations are taking place.	nonsec
Thus a user shall be able to edit files, view output, and transmit other problems to HATS-SML while waiting for HATS-SML to generate output.	nonsec
The HATS-GUI shall allow the user to execute a script file.	nonsec
A script file shall contain a linear sequence of HATS-SML programs.	nonsec
The HATS-GUI shall begin with the first command and execute the commands sequentially until either an error occurs or all commands in the script file have been executed.	nonsec
Prior to starting the execution of a script file, the display screens for the standard error and the standard output shall be cleared.	nonsec
The HATS-GUI shall allow a user to select output files in the application to display.	nonsec
The HATS-GUI shall allow a user to display selected output files. The manner in which the output is displayed shall depend on the type of the output.	nonsec
The user shall be able to select an arbitrary set of displayed nodes in a displayed graph.	nonsec
Selected displayed nodes shall be indicated visually.	nonsec
The following methods shall be used to select displayed nodes.	nonsec
A single node shall be selected by right-clicking the mouse cursor on the node.	nonsec
A single node shall be selected by moving the keyboard cursor to the node (using the tab key) and pressing the enter key.	nonsec
Clicking and dragging the pointing device selection rectangle around a set of displayed nodes shall select a set of adjacent nodes.	nonsec
A set of nodes shall be selected by holding the shift key while selecting nodes using the methods specified previously in this section.	nonsec
The user shall be able to deselect all selected displayed nodes by clicking either the right or left mouse buttons while the mouse cursor is not pointed at anyisplayed nodes and the shift key is not depressed; or by escape key	nonsec
When viewing an SDT, selecting nodes shall result in the highlight of all displayed nodes in the smallest well-formed tree of the selected nodes.	nonsec
When the system displays a navigation window, the user shall be able to select a current SDT location by clicking the mouse cursor in the navigation window.	nonsec
The center of the displayed graph will be the displayed node closest to the mouse cursor when the mouse is clicked.	nonsec
When both an SDT and a pretty-printed text display corresponding to a single transformed target file are open, highlighting and cursor location motion shall be mirrored in the two windows.	nonsec
Thus, when a displayed node is selected in the SDT display, the corresponding text in the pretty- print window is highlighted. When the user scrolls to the end of the pretty-printed text display, the display of the SDT should also scroll to the corresponding displayed nodes.	nonsec
The user shall be able to resize windows dynamically. When displayed graph windows are resized, the HATS-GUI shall respond by utilizing the space available.	nonsec
The display of an SDT shall also result in the display of text from leaf nodes in a text display area.	nonsec
The text displayed in the text display area shall correspond to the concatenation of the node labels (separated by spaces) of the leaf nodes of the displayed graph (in-order traversal, left to right).	nonsec
If a leaf displayed node corresponds to a non-terminal SDT node, the label in the text window shall be surrounded by pointed brackets (<>). For example, if a non-terminal TERM appears in a leaf node, its text representation shall be <TERM>. Appendix G gives an example of the display of text associated with an SDT.	nonsec
The HATS-GUI shall provide for the copying of text from the text display area to a system buffer available for pasting into other applications (such as an editor).	nonsec
The user shall be able to display more than one SDT at a time. Each SDT shall be displayed in a separate window.	nonsec
The HATS-GUI shall provide for the manipulation and display of SDTs.	nonsec
SDTs shall be displayed as directed acyclic graphs with nodes and edges. Nodes in the displayed graph correspond to nodes in the SDT.	nonsec
Edges in the displayed graph correspond to the parent- child relationship between nodes in the SDT.	nonsec
Initially, a displayed graph will have a single displayed node. That node will correspond to the root of the SDT.	nonsec
When a displayed node and its children are displayed simultaneously, the parent node shall be displayed higher than the children.	nonsec
All displayed children of a single node shall appear at the same height.	nonsec
The user shall be able to control the display by choosing the color and shapes of displayed nodes based on node type.	nonsec
The HATS-GUI shall use the shape and color of displayed node types stored in the application configuration to display nodes.	nonsec
The user shall be able to expand displayed nodes (provided it is possible to expand the selected nodes).	nonsec
The HATS-GUI shall change the graph display by adding the descendant nodes to the displayed graph (thus changing the expandable nodes to internal nodes).	nonsec
The user shall be able to collapse displayed nodes.	nonsec
The HATS-GUI shall change the displayed graph by removing all descendants of the selected displayed nodes (thus changing the internal nodes to non-expandable leaf nodes).	nonsec
The user shall be able to hide a set of selected displayed nodes.	nonsec
The HATS-GUI shall change the display by removing the selected nodes from the display and changing the parent and descendant nodes of the removed nodes to nodes with hidden descendants and parents, respectively.	nonsec
The user shall be able to issue an unhide instruction that reverses the hide instruction for all displayed nodes.	nonsec
After issuing the unhide instruction, a user shall be able to issue a rehide instruction that reverses the unhide instruction.	nonsec
All displayed nodes hidden before the most recent unhide instruction shall become hidden.	nonsec
The HATS-GUI shall allow the user to expand the SDT by a predetermined number of node levels.	nonsec
The number of levels expanded is set in the application configuration.	nonsec
The HATS-GUI shall provide the function to fully expand a sub-tree regardless of the node expansion level in the application configuration.	nonsec
The user shall be able to view multiple SDTs simultaneously.	nonsec
If a displayed graph or a text display is too large to fit inside its window, the windows shall have scroll bars attached to them.	nonsec
Dragging scrollbar buttons shall scroll the display. Pressing the arrow keys of the keyboard shall also scroll the display.	nonsec
For text windows, the keyboard cursor location shall move according the following rules: A left arrow key moves the cursor to the left one character, If the cursor is at the beginning of a line, the cursor is moved to the end of the previous line; If there is no previous line, the cursor does not move. A right arrow key moves the cursor to the right one character; If the cursor is at the end of a line, the cursor is moved to the first character of the next line. If there is no line after the current line, the cursor is not moved; An up arrow key moves the cursor up one line; If there is text in the same column, the column does not change; If there is no text in the column above the current cursor location, the cursor is moved to the end of the previous line. (A space is considered text.) A down arrow key moves the cursor down one line; If there is text in the same column, the column does not change. If there is no text in the column below the current cursor location, the cursor is moved to the end of the previous line. (A space is considered text.)	nonsec
For displayed graph windows, the keyboard cursor location shall move according the following rules: A left arrow key moves the cursor to the next unhidden node to the left; The node to the left does not need to be a sibling of the current node, but it does need to be at the same level as the current node; If there are no nodes to the left, the cursor does not move, A right arrow key moves the cursor to the next unhidden node to the right. The node to the right does not need to be a sibling of the current node, but it does need to be at the same level as the current node; If there are no nodes to the right, the cursor does not move. An up arrow key moves the cursor to the closest ancestor that is not hidden. If there is no such node, the cursor does not move. An down arrow key moves the cursor to the leftmost, nearest descendant that is not hidden; If there is no such node, the cursor does not move.	nonsec
The pointing-device cursor shall track the motion of the pointing device.	nonsec
The keyboard cursor shall move to the text element or graph node closest to the pointing-device cursor when the pointing device is clicked.	nonsec
If the displayed graph of the entire SDT is too large for the window, a separate, small window with a compressed view of the SDT shall be displayed.	nonsec
The compressed view is called the navigation window display. In this navigation window, a representation of the entire SDT will be drawn.	nonsec
A small box will be displayed showing the part of the SDT currently displayed in the main tree display window.	nonsec
The user shall be able to turn the navigation window on and off.	nonsec
The HATS-GUI shall provide the user the capability to search SDTs. The search criteria are described in Appendix E. The user shall enter a search pattern (see Appendix E and the following requirement).	nonsec
The HATS-GUI shall search the SDT for a matching pattern.	nonsec
When a match is found, the HATS-GUI shall highlight the matching displayed nodes and center the display on the left-most, top-level displayed node in the matching pattern.	nonsec
The keyboard cursor is set to this node. If no matches are found, the HATS-GUI shall display a message stating “No Match Found.”	nonsec
To initiate an SDT search, the user shall be able to use the following sequence of actions: The user selects a set of nodes using the mouse cursor, The user presses the Ctrl-Insert key combination, The user selects the tree search option, The HATS-GUI presents a prompt for entering the search pattern, The user presses the Ctrl-Shift-Insert key combination, The HATS-GUI fills the search pattern entry box with text concatenated from the nodes highlighted at the time of the Ctrl-Insert key press, The user selects initiation of search.	nonsec
When searching for SDT patterns, search begins at the SDT node corresponding to the node at the current keyboard cursor location.	nonsec
This becomes the original starting location. Search continues top-to-bottom, left-to-right until the end of the SDT is encountered.	nonsec
When the end of the SDT is encountered, search will continue from the root of the SDT until arriving back at the starting location.	nonsec
The HATS-GUI shall provide for repeating a search.	nonsec
Repeating a search shall find the next matching sub-tree starting from the current keyboard cursor location.	nonsec
Search terminates when either a matching sub-tree is found or the search arrives at the original starting location.	nonsec
The HATS-GUI shall provide for repeating a search in the reverse direction.	nonsec
Searching in the reverse direction continues right-to-left, bottom-to-top.	nonsec
Search terminates when either a matching sub-tree is found or the search arrives at the original starting location.	nonsec
The HATS-GUI shall provide the user the capability to search the text display for text sub-strings. The search criteria are described in Appendix F.	nonsec
The user shall be prompted to enter a text string describing a string pattern.	nonsec
The HATS-GUI shall search the text for a matching pattern.	nonsec
When a match is found, the HATS-GUI shall highlight the matching text and center the display on the left-most element of the matching text.	nonsec
If no matches are found, the HATS-GUI shall display a message stating “No Match Found.”	nonsec
When searching for text patterns, search begins at the current keyboard cursor location and continues left-to-right, top-to-bottom until the end of the text is encountered.	nonsec
When the end of the text is encountered, search will continue from the start of the text until arriving back at the starting location.	nonsec
The formatting of the displayed pretty-printed text shall be faithful to the formatting represented in the pretty-printed text file.	nonsec
No additional white space shall be inserted, and a fixed width font shall be used to display the text.	nonsec
The user shall be able to select pretty-printed text files to display.	nonsec
Selected pretty-printed text shall be displayed in a separate window.	nonsec
Windows for pretty-printed text shall allow for scrolling left, right, up, and down if the text is too large to display in the window.	nonsec
When searching for text patterns, search begins at the location of the keyboard cursor and continues left-to-right, top-to-bottom until the end of the text is encountered.	nonsec
When the end of the text is encountered, search will continue from the start of the text until arriving back at the starting location.	nonsec
The HATS-GUI shall not halt as a result of any error messages received from HATS-SML.	nonsec
The HATS-GUI shall collect error messages from HATS-SML in a single display area.	nonsec
This display area shall be initially clear, and shall contain all error messages generated by HATS-SML since the HATS-GUI was started.	nonsec
The display area shall be a window accessible via a window tab.	nonsec
The display shall list all error received from HATS-SML in the order received.	nonsec
Errors shall not be displayed until requested by the user.	nonsec
The user shall be able to clear the error window without restarting the HATS-GUI.	nonsec
When both an SDT and a pretty-printed text display corresponding to a single transformed target file are open, navigation in the SDT window shall result in navigation in the pretty-printed text window.	nonsec
Searching, selecting, and cursor location motion should be mirrored in the two windows.	nonsec
Specifically, when a node is selected in the displayed graph, the corresponding text in the pretty-print window is highlighted.	nonsec
For this purpose, the corresponding text is all the text that corresponds to terminal nodes of the SDT that are descendants of the SDT nodes that correspond to the selected display nodes.	nonsec
When both an SDT and a pretty-printed text display corresponding to a single transformed target file are open, navigation in the pretty-printed text window shall result in navigation in the SDT display.	nonsec
Selecting, and cursor location motion should be mirrored in the two windows.	nonsec
Specifically, when text is selected in the text window, the displayed nodes corresponding nodes in the SDT are highlighted.	nonsec
The HATS-GUI shall display and SDT with 10,000 nodes in five seconds or less.	nonsec
The HATS-GUI shall display 1,000,000 node SDTs in the same amount of time, plus or minus two seconds, as it takes to display a 10,000 node SDT.	nonsec
The HATS-GUI shall allow a user to request transformations while HATS-SML is performing transformations or parsing.	nonsec
The HATS-GUI shall allow a user to navigate through the display of an SDT with 10,000 nodes so that scrolling a screen width with any portion of the SDT displayed takes less than 3 seconds.	nonsec
The complexity of the text search algorithm shall not exceed O(n2) for n nodes.	nonsec
The complexity of the tree search algorithm shall not exceed O(n2) for n nodes.	nonsec
The complexity of the scrolling algorithms for text and displayed graphs shall not exceed O(n2) for n displayed nodes.	nonsec
The user shall not be required to log in or authenticate his/her identity when using the system.	sec
The GUI shall run on Windows 2000, Sun Solaris 8, and Linux operating systems without modification of the Java code.	nonsec
The system shall be implemented in the Java 1.3 programming language.	nonsec
One algorithm for displaying an SDT has been implemented and found to be unacceptable: Draw SDT into large virtual window with a smaller viewing area, Zoom in on portions of the tree.	nonsec
Should be able to enforce resource allocations according to user-centric priorities.	nonsec
Should be dynamic, and not static, which is a necessary implication of the user-centric approach, so that users who need their jobs completed in emergency and are willing to pay a high price for it, are able to get their job done through dynamic reallocation of resources even if the job is submitted later than other jobs or the system is heavily loaded.	nonsec
Hence, the scheduler should be able to change resource limits, priorities, privileges and execution order of the submitted jobs.	nonsec
Should be scalable, which means that its performance should not degrade with the addition of nodes and jobs to the cluster.	nonsec
Should be configurable, and allow for various scheduling policies that can be modified to incorporate QoS parameters.	nonsec
Should be separable from the cluster management system.	nonsec
Should provide administrative security.	nonsec
Should provide at least a basic level of job accounting, to aid in scheduling policies.	nonsec
Should ideally provide a GUI for all components, such as for users to submit jobs and for administrators to oversee scheduling.	nonsec
This functional feature deals with the end-user (can also be used by the administrator) and is facilitated by the interface of the AUTHOR \* MERGEFORMAT Sun Grid Engine cluster management system.	nonsec
Hence, it is linked to the scheduler, but does not interface directly with the scheduler. However, the SGE interface will need to be adapted to include additional submission parameters that a user needs to be submit, which are not already supported by SGE.	nonsec
This may alternately be done through a command-line interface.	nonsec
User Information – relevant user data such as name and authentication id that needs to be used to submit a job to the cluster.	nonsec
Job Information – about the job that the user wants to submit, as well as already pending jobs, to determine whether the cluster can accept more jobs and can cater to the particular user job. The job details are provided in the functional feature Initialize Job.	nonsec
Cluster Information – Cluster Type and Scheduling mechanism details, Current Load Status, Submission Directions and Criteria.	nonsec
The cluster decides whether it is even open for job submissions, and whether the user that is trying to submit job is a valid user or not.	nonsec
This decision is different from the Accept/Reject Job feature described later on, which deals with the situation when the cluster is open for job submissions, but will decide on whether to accept or reject a job based on job parameters such as budget provided and deadline specified.	nonsec
Boolean – Whether the cluster is accepting submission or not. Boolean – User verified or not.	nonsec
This feature will allow the user or administrator to view details about the job that have been submitted, and the progress of the execution of the job.	nonsec
User Id and Password – to ensure that only the appropriate user is able to see the job status	nonsec
Show the user the available options about the submitted job, and information about the progress of job execution. Process selected options if choices are provided to the user to view different aspects of job information.	nonsec
User view of available options about jobs submitted by the user.	nonsec
This feature may be available to both the user and the administrator, to cancel a job or under specific circumstances, change a job parameter.	nonsec
Parameters such as deadline and cost are crucial to the job scheduling and would not normally be changeable. However, if the user wishes to specify a different output directory or a delayed deadline, this may be permitted.	nonsec
User Id and Password – to ensure that only the appropriate user is able to delete/change the job.	nonsec
Remove job from the queue and update cluster status. Revise scheduling decisions about resource allocation to pending jobs and submission of new jobs.	nonsec
Updated cluster information and scheduling decision – CPU load, node status, queue length, quanta allocated to pending jobs, revised expected finishing deadline of pending jobs. These outputs are facilitated by the functionality of the AUTHOR \* MERGEFORMAT Sun Grid Engine cluster management system, and are not independently produced by the Libra scheduler.	nonsec
This is a main functional requirement that prepares the scheduler for eventually scheduling and executing a job.	nonsec
The Libra scheduler performs it once a job has been accepted by SGE, with information from the scheduler.	nonsec
The information submitted by the user about the job, as well as the job id assigned by SGE.	nonsec
Two processes are performed as part of this function: the details of the job are retrieved and then these details are set in variables that represent the state of the cluster and its queues. The parsed parameters are passed on to the scheduling module where the job may be accepted or rejected.	nonsec
The output comprises the set variables that represent job information submitted with a job. Hence, the exact job details are output: Job details – Job Id, Job type, Standalone Execution time, Location of executable and input data sets, System Type, Budget, Deadline.	nonsec
This is the function that is responsible for determining the possibility of satisfying the user, given his budget and deadline. Hence, the most important inputs are budget, deadline, and execution time, to determine whether the job can be accepted or not.	nonsec
Job details – Job Id, Job type, Standalone Execution time, Location of executable and input data sets, System Type, Budget, Deadline.	nonsec
Cluster information – CPU load, node status, remaining time of pending jobs.	nonsec
Based on the job parameters, the scheduler figures out a priority of the job that reflects the share of CPU time that it deserves and needs according to the specified criteria. The scheduler determines whether the job can be finished by the requisite deadline, given the execution time of the job and the execution status of other pending jobs on various nodes.	nonsec
The output includes a boolean value specifying whether the job has been accepted or rejected.	nonsec
A suggested deadline or cost is given to the user, as a precondition for the job to be accepted.	nonsec
This is the feature of Libra that decides how the job will be scheduled based on its budget and deadline. It uses the Stride Scheduling Algorithm to enforce resource allocations (CPU cycles) proportional to a user’s budget and deadline. It is performed by Libra once it has decided that a job can be accommodated.	nonsec
Job details – Job Id, Job type, Standalone Execution time, Location of executable and input data sets, System Type, Budget, Deadline.	nonsec
Allocate tickets to a job based on its budget and deadline and the budget and deadlines of all other jobs on the execution host under debate. Calculate the stride and the pass of the job, where the stride is simply the global stride constant divided by the tickets and the pass is initially just the stride.	nonsec
Scheduling information – the job’s tickets, stride and pass.	nonsec
This feature decides on which node and on which queue the job will be placed for execution. It is done on the basis of the job’s budget, execution time and deadline.	nonsec
Job details – Job Id, Job type, Standalone Execution time, Location of executable and input data sets, System Type, Budget, Deadline.	nonsec
Cluster Information - CPU Load, Node Status, Remaining Time of Pending Jobs, Available Memory	nonsec
Libra first looks at the load on each of the hosts and sorts them in ascending order, choosing the host that is least loaded.	nonsec
This ensures that load balancing is taken care of.	nonsec
It then selects the appropriate queue based on whether the job is sequential or embarrassingly parallel, budget, etc…	nonsec
The chosen execution host and queue.	nonsec
This feature takes the job and inserts it into the queue on the execution host that the scheduler had previously decided it is to be placed in. This is a separate feature since the job may be able to wait for a while before it is given CPU time, allowing other jobs to complete or be scheduled earlier if their deadlines are more urgent. Thus, the dispatcher decides when to actually send the job for execution.	nonsec
The chosen execution host and queue on which to place the job for execution.	nonsec
The scheduler sends the job to the appropriate queue and it joins the competition for resources.	nonsec
The scheduled job in its appropriate host and queue.	nonsec
Every time a job is scheduled for execution on a host, this feature of Libra updates the cluster status. This action is also performed when a job ends and is removed from the cluster.	nonsec
Job details – Job Id, Job type, Standalone Execution time, Location of executable and input data sets, System Type, Budget, Deadline.	nonsec
Chosen execution host and queue.	nonsec
Libra first reserves the amount of resources that will be required by the job on the node. It then updates the execution host queue status and sends that information about the additional load on the queue and node under consideration to the central information store on the master host.	nonsec
There is no output associated with this feature as it simply performs an update and does not send any results back. It is a trigger that is activated every time a job is scheduled or is deleted from an execution host.	nonsec
As long as there are jobs in the queues, this feature is being run. It essentially decides how to time-slice between all the jobs currently being executed. These scheduling decisions are made based on the stride-scheduling algorithm.	nonsec
Scheduled Job – job details and the queue and node on which that job is scheduled to run.	nonsec
Scheduling Information – the job’s tickets, stride and pass.	nonsec
It looks at all the jobs on the cluster and selects the one with the minimum pass value, and allots it a quantum. The pass of that job is then advanced by its stride. In case of a tie, the arbitrary FIFO job ordering is used. This loop is repeated until there are no jobs left to run on a queue.	nonsec
Updated Cluster Information - CPU Load, Node Status, Remaining Time of Pending Jobs, Available Memory	nonsec
The scheduler will not support job migration for the purpose of decreasing resource fragmentation.	nonsec
There will be a maximum of 1 bug/KLOC.	nonsec
In case of system outage, the cluster will be down while the Linux operating system boots up. This will take less than five minutes.	nonsec
The Libra scheduler will ensure the privacy of user job status and ensure full control over job execution, so that alteration of scheduling criteria or actual resource allocation is not possible without administrator authority.	nonsec
The maximum response time for the submission of a job will be 1 minute.	nonsec
The maximum number of jobs schedulable is limited only by the capacity of the nodes to fulfill the jobs’ deadlines; there is no upper limit inherent in the Libra scheduler as such.	nonsec
Assuming submitted statistics for jobs are accurate, the Libra scheduler will ensure that all jobs are completed with a 10% error allowance.	nonsec
Under all circumstances, the maximum cost payable as submitted by the user will be the maximum cost charged to the user.	nonsec
All code will be written as specified by the Hungarian Naming Convention.	nonsec
All code will be written as required by the GNU General Purpose License.	nonsec
The Libra scheduler will be a sub-component of SGE.	nonsec
All coding will be done in standard C.	nonsec
Exhaustive searches of the entire set of combinations of jobs will not be done. Heuristics will be developed for this scheduling problem.	nonsec
There will be two user types – the cluster user and the cluster administrator – each of which will have its own corresponding interface.	nonsec
The minimal requirements are that the cluster user would be able to interact with the system through the Linux command prompt, or through the interface provided by the AUTHOR \* MERGEFORMAT Sun Grid Engine cluster management system.	nonsec
There will be a different command for each of the following actions: submit jobs with the associated deadline, cost, and execution time; query the cluster to establish the current cost per unit time for submitting new jobs; monitor the status of submitted jobs; cancel jobs submitted by him; check his credit balance; check his usage history.	nonsec
The minimal requirements are that the cluster administrator will be able to interact with the system through the Linux command prompt, or through the interface provided by the Sun Grid Engine cluster management system.	nonsec
In addition to the commands available to the user, additional commands will allow the administrator to: check the status of each node of the cluster, check the usage pattern history of the cluster, check the status of all submitted jobs, check the load on each node of the cluster, alter the cost structure of the cluster, alter the scheduling policy of the cluster, cancel, suspend, and resume any job.	nonsec
All hardware interfaces of Libra will be those of the Sun Grid Engine on top of which it will be running. Hence, it will incorporate SGE’s interfaces for: CPU usage, Memory usage, Swap file creation, Network communication.	nonsec
Libra will directly interface with the modified AUTHOR \* MERGEFORMAT Sun Grid Engine cluster management system, version 5.3. SGE in turn will be interfacing with the operating system and any other software components it requires. For the execution of embarrassingly parallel jobs, the PVM (Parallel Virtual Machine) and MPI (Message Passing Interface) libraries will be used by the cluster.	nonsec
Libra will utilize the communications architecture of Sun Grid Engine itself, and will not have any unique communications interfaces above of SGE.	nonsec
NPAC SMS shall allow NPAC personnel to create a new LNP NPA‑NXX for a Service Provider.	nonsec
NPAC SMS shall, for a mass update request, only send updates for subscription versions that are not filtered on the Local SMS.	nonsec
NPAC SMS shall allow NPAC personnel to select Subscription Versions for mass update which match a user defined combination of any of the following: SPID, LNP Type (any single LNP Type or none), TN, TN range (NPA-NXX-xxxx through yyyy, where yyyy is greater than xxxx), LRN, DPC values, SSN values, Billing ID, End User Location Type or End User Location Value, on the NPAC Administrative Interface. (Previously part of B-760 and B-761)	nonsec
NOTE: If a single LNP Type is selected, then only that LNP Type will be used, otherwise, if no LNP Type is selected, then no restriction is imposed on the LNP Type as a selection criteria.	nonsec
NPAC SMS shall allow NPAC personnel to specify a mass update action to be applied against all Subscription Versions selected (except for Subscription Versions with a status of old, partial failure, sending, disconnect pending or canceled) for LRN, DPC values, SSN values, Billing ID, End User Location Type or End User Location Value.	nonsec
NPAC SMS shall require at least one selection criteria to be entered for a mass update.	nonsec
NPAC SMS shall match the Service Provider Id entered as selection criteria with the New or current Service Provider Id in the Subscription Version.	nonsec
NPAC SMS shall create an old Subscription Version with a new version id for an active Subscription Version involved in a mass update before applying changes.	nonsec
NPAC SMS shall broadcast no data to the Local SMSs due to the creation of an old Subscription Version with a new version id for an active Subscription Version involved in a mass update before applying changes.	nonsec
